window_end,effective_N,analyzed_N,effective_ratio
2025-07-23,3.679329227116236,12,0.30661076892635303
2025-07-24,3.674275060545876,12,0.306189588378823
2025-07-25,3.67642102944999,12,0.3063684191208325
2025-07-28,3.6736097316184653,12,0.3061341443015388
2025-07-29,3.6741713157063747,12,0.3061809429755312
2025-07-30,3.672715721591541,12,0.30605964346596176
2025-07-31,3.6666062645744613,12,0.30555052204787175
2025-08-01,3.6637163382486113,12,0.30530969485405096
2025-08-04,3.658934206980059,12,0.3049111839150049
2025-08-05,3.6585274366633027,12,0.30487728638860856
2025-08-06,3.655909209502897,12,0.3046591007919081
2025-08-07,3.668915833495564,12,0.3057429861246303
2025-08-08,3.6671092944150034,12,0.3055924412012503
2025-08-11,3.662768393644351,12,0.3052306994703626
2025-08-12,3.6618053200767355,12,0.30515044333972796
2025-08-13,3.65847026932836,12,0.30487252244403
2025-08-14,3.657583486377777,12,0.30479862386481477
2025-08-15,3.6694629565980406,12,0.30578857971650336
2025-08-18,3.668464847483297,12,0.3057054039569414
2025-08-19,3.7027063015251063,12,0.3085588584604255
2025-08-20,3.6988994571999347,12,0.3082416214333279
2025-08-21,3.705548767634281,12,0.3087957306361901
2025-08-22,3.702601012569201,12,0.30855008438076675
2025-08-25,3.699609120564246,12,0.3083007600470205
2025-08-26,3.6983798702384867,12,0.3081983225198739
2025-08-27,3.700661868976658,12,0.30838848908138816
2025-08-28,3.699454904541606,12,0.3082879087118005
2025-08-29,3.700748866788586,12,0.30839573889904887
2025-09-02,3.7000830396003046,12,0.3083402533000254
2025-09-03,3.700770660708654,12,0.3083975550590545
2025-09-04,3.6984408867351064,12,0.30820340722792555
2025-09-05,3.693420260476662,12,0.3077850217063885
2025-09-08,3.694291590320571,12,0.3078576325267142
2025-09-09,3.693829365335954,12,0.30781911377799615
2025-09-10,3.7028999710923887,12,0.3085749975910324
2025-09-11,3.7050898262137935,12,0.3087574855178161
2025-09-12,3.716568710732579,12,0.30971405922771494
2025-09-15,3.7162886941001156,12,0.30969072450834295
2025-09-16,3.7156269623529288,12,0.3096355801960774
2025-09-17,3.715394832315916,12,0.3096162360263263
2025-09-18,3.7132547751347182,12,0.30943789792789317
2025-09-19,3.713118639303288,12,0.30942655327527396
2025-09-22,3.711506908149528,12,0.309292242345794
2025-09-23,3.718898278714594,12,0.3099081898928828
2025-09-24,3.716442797107656,12,0.309703566425638
2025-09-25,3.7194001151329164,12,0.3099500095944097
2025-09-26,3.720756964489644,12,0.310063080374137
2025-09-29,3.7208453474702217,12,0.31007044562251845
2025-09-30,3.7231320919062285,12,0.3102610076588524
2025-10-09,3.722476945970967,12,0.3102064121642472
2025-10-10,3.7263211279588875,12,0.31052676066324064
2025-10-13,3.725312968458667,12,0.3104427473715556
2025-10-14,3.7348105537677116,12,0.31123421281397595
2025-10-15,3.7311018147839787,12,0.3109251512319982
2025-10-16,3.7367068226210978,12,0.3113922352184248
2025-10-17,3.735090366945243,12,0.31125753057877026
2025-10-20,3.7389448721912157,12,0.311578739349268
2025-10-21,3.7453703306987043,12,0.312114194224892
2025-10-22,3.7442575079367897,12,0.3120214589947325
2025-10-23,3.748109280211569,12,0.31234244001763073
2025-10-24,3.7496411257442896,12,0.3124700938120241
2025-10-27,3.744903866807476,12,0.31207532223395634
2025-10-28,3.7472939314427105,12,0.3122744942868925
2025-10-30,3.7444577505619594,12,0.31203814588016326
2025-10-31,3.7487982012901027,12,0.31239985010750854
2025-11-03,3.7551533731748052,12,0.3129294477645671
2025-11-04,3.755530917651354,12,0.3129609098042795
2025-11-05,3.7551616064687483,12,0.3129301338723957
2025-11-06,3.7502991242412067,12,0.31252492702010054
2025-11-07,3.751802765413652,12,0.31265023045113766
2025-11-10,3.7530271304296705,12,0.3127522608691392
2025-11-12,3.751579862645632,12,0.3126316552204693
2025-11-13,3.7514161470192127,12,0.3126180122516011
2025-11-14,3.7477650031157776,12,0.31231375025964814
2025-11-17,3.749352522406553,12,0.31244604353387945
2025-11-18,3.7465245968754504,12,0.3122103830729542
2025-11-19,3.746982667805134,12,0.3122485556504278
2025-11-20,3.744725950079897,12,0.3120604958399914
2025-11-21,3.735688605060298,12,0.3113073837550248
2025-11-24,3.7409245851682957,12,0.3117437154306913
2025-11-25,3.739719109959128,12,0.3116432591632607
2025-11-26,3.7484198639647563,12,0.31236832199706305
2025-11-28,3.7467706341874636,12,0.3122308861822886
2025-12-01,3.746546403740299,12,0.31221220031169156
2025-12-02,3.7466136351766997,12,0.3122178029313916
2025-12-03,3.742100203331114,12,0.3118416836109262
2025-12-04,3.7405865661189424,12,0.3117155471765785
2025-12-05,3.741157264638209,12,0.3117631053865174
2025-12-08,3.7496256637283154,12,0.31246880531069293
2025-12-09,3.7475421142287457,12,0.31229517618572883
2025-12-10,3.7453915509538653,12,0.31211596257948876
2025-12-11,3.743397216214442,12,0.31194976801787017
2025-12-12,3.743543673566254,12,0.31196197279718785
2025-12-15,3.745362134360364,12,0.312113511196697
2025-12-16,3.7399922320845533,12,0.31166601934037946
2025-12-17,3.7397778668527275,12,0.3116481555710606
2025-12-18,3.7400288321995805,12,0.311669069349965
2025-12-19,3.7416509682096284,12,0.31180424735080237
2025-12-22,3.7421928182835043,12,0.31184940152362534
2025-12-23,3.740064003625759,12,0.3116720003021466
2025-12-24,3.7383175465086325,12,0.3115264622090527
2025-12-29,3.736043882601108,12,0.31133699021675904
2025-12-30,3.7325354168264475,12,0.3110446180688706
2025-12-31,3.729074186523271,12,0.31075618221027257
2026-01-05,3.728228262111168,12,0.310685688509264
2026-01-06,3.724890246609316,12,0.3104075205507763
2026-01-07,3.727051466758527,12,0.31058762222987724
2026-01-08,3.728395463181017,12,0.31069962193175144
2026-01-09,3.7314424275791254,12,0.3109535356315938
2026-01-12,3.728763856425792,12,0.310730321368816
2026-01-13,3.733497413049047,12,0.3111247844207539
2026-01-14,3.732793534115712,12,0.311066127842976
2026-01-15,3.742955676245652,12,0.311912973020471
2026-01-16,3.741135305123426,12,0.31176127542695214
2026-01-20,3.743741901471802,12,0.31197849178931686
2026-01-21,3.743722741084056,12,0.311976895090338
2026-01-22,3.741512013586995,12,0.31179266779891623
2026-01-23,3.7445667774859266,12,0.31204723145716057
2026-01-26,3.7425829484098703,12,0.3118819123674892
2026-01-27,3.7435796761751847,12,0.31196497301459875
2026-01-28,3.749255541192649,12,0.3124379617660541
2026-01-29,3.7562322842268943,12,0.3130193570189079
2026-01-30,3.754878132159311,12,0.31290651101327593
2026-02-02,3.744199109517738,12,0.3120165924598115
2026-02-03,3.7417651607402638,12,0.311813763395022
2026-02-04,3.747104627477812,12,0.3122587189564843
2026-02-05,3.740208148570489,12,0.3116840123808741
2026-02-06,3.7362088985367565,12,0.3113507415447297
2026-02-09,3.7337367536567445,12,0.3111447294713954
2026-02-10,3.732584415878906,12,0.3110487013232422
