universe,candidate_active_risky_N,nominal_N,common_start_date,common_end_date,n_common_obs,effective_N,effective_ratio,historical_data_semantics
EX_CASH,15,12,2020-07-28,2026-08-31,1392,4.07253346956182,0.33937778913015165,HISTORICAL_LATEST
