universe,candidate_active_risky_N,nominal_N,common_start_date,common_end_date,n_common_obs,effective_N,effective_ratio,historical_data_semantics,alignment
EX_CASH,15,15,2020-08-07,2026-08-28,272,4.829045982729316,0.3219363988486211,HISTORICAL_LATEST,WEEKLY_LAST_ACTUAL_OBSERVATION_DATE_INTERSECTION
